"City/Town/County","State","Lat","Long","Population","deaths","cases"
"Jerauld","South Dakota",44.06637798,-98.62965972,2013,20,488
"Jones","South Dakota",43.96278565,-100.6940008,903,2,195
"Kingsbury","South Dakota",44.36956169,-97.4913945,4939,27,1568
"Lake","South Dakota",44.02193107,-97.12926365,12797,30,2635
"Lawrence","South Dakota",44.35919441,-103.7929428,25844,88,7780
"Lincoln","South Dakota",43.27841182,-96.7203905,61128,116,17489
"Lyman","South Dakota",43.89522709,-99.85201878,3781,14,1432
"Marshall","South Dakota",45.75870838,-97.59855639,4935,15,955
"McCook","South Dakota",43.6742571,-97.36863144,5586,32,1502
"McPherson","South Dakota",45.76626028,-99.22118798,2379,16,534
"Meade","South Dakota",44.56676791,-102.7162741,28332,68,8389
"Mellette","South Dakota",43.58078848,-100.7563186,2061,8,653
"Miner","South Dakota",44.02197882,-97.60992207,2216,15,539
"Minnehaha","South Dakota",43.67441641,-96.7910885,193134,565,65212
"Moody","South Dakota",44.02266214,-96.67081159,6576,30,1692
"Oglala Lakota","South Dakota",43.33749164,-102.5555498,14177,62,5060
"Out of SD","South Dakota",0,0,0,0,0
"Pennington","South Dakota",44.0025835,-102.8240777,113775,378,38893
"Perkins","South Dakota",45.49049506,-102.4755586,2865,19,805
"Potter","South Dakota",45.06583079,-99.95498503,2153,10,810
"Roberts","South Dakota",45.62975048,-96.94672673,10394,57,2853
"Sanborn","South Dakota",44.02351092,-98.0909816,2344,8,675
"Spink","South Dakota",44.93837606,-98.34626602,6376,39,1692
"Stanley","South Dakota",44.41381872,-100.7349153,3098,9,737
"Sully","South Dakota",44.71571812,-100.1278092,1391,3,269
"Todd","South Dakota",43.19338568,-100.7195503,10177,53,3914
"Tripp","South Dakota",43.34459388,-99.8854891,5441,29,1710
"Turner","South Dakota",43.3109081,-97.14865776,8384,70,2292
"Unassigned","South Dakota",0,0,0,0,0
"Union","South Dakota",42.83112163,-96.6557828,15932,55,4371
"Walworth","South Dakota",45.43019636,-100.0307514,5435,28,1498
"Yankton","South Dakota",43.00924485,-97.39467635,22814,64,6992
"Ziebach","South Dakota",44.97881876,-101.6654622,2756,11,716
"Anderson","Tennessee",36.12684348,-84.19965764,76978,387,27983
"Bedford","Tennessee",35.51123746,-86.45549096,49713,251,18181
"Benton","Tennessee",36.07110411,-88.06849355,16160,102,5711
"Bledsoe","Tennessee",35.59942968,-85.20611967,15064,63,5424
"Blount","Tennessee",35.68938198,-83.92847788,133088,534,49483
"Bradley","Tennessee",35.15739424,-84.857186,108110,458,39220
"Campbell","Tennessee",36.40355516,-84.1510856,39842,188,16089
"Cannon","Tennessee",35.80990797,-86.05738983,14678,76,5208
"Carroll","Tennessee",35.97366108,-88.45189331,27767,172,11688
"Carter","Tennessee",36.28969086,-82.12588974,56391,373,21598
"Cheatham","Tennessee",36.26136216,-87.08903581,40667,143,13207
"Chester","Tennessee",35.42527478,-88.6095842,17297,102,7157
"Claiborne","Tennessee",36.48319149,-83.65947309,31959,213,11258
"Clay","Tennessee",36.55151008,-85.53930419,7615,58,2660
"Cocke","Tennessee",35.9278914,-83.11828725,36004,245,14862
"Coffee","Tennessee",35.49090731,-86.07311784,56520,297,21036
"Crockett","Tennessee",35.81830662,-89.14916269,14230,89,6534
"Cumberland","Tennessee",35.95271721,-84.99840585,60520,350,19583
"Davidson","Tennessee",36.17007426,-86.78646056,694144,1844,235552
"DeKalb","Tennessee",35.97616272,-85.83689361,20490,113,7768
"Decatur","Tennessee",35.60048904,-88.11043779,11663,73,4571
"Dickson","Tennessee",36.14669837,-87.35891709,53948,269,20237
"Dyer","Tennessee",36.05931946,-89.41542855,37159,223,15767
"Fayette","Tennessee",35.19615831,-89.41399032,41133,202,14255
"Fentress","Tennessee",36.38128818,-84.92870012,18523,144,7098
"Franklin","Tennessee",35.15634626,-86.09201039,42208,206,16220
"Gibson","Tennessee",35.99438059,-88.93358327,49133,295,21964
"Giles","Tennessee",35.20222469,-87.03992678,29464,213,11520
"Grainger","Tennessee",36.27469206,-83.51254721,23320,122,8299
"Greene","Tennessee",36.17470125,-82.84691273,69069,417,28001
"Grundy","Tennessee",35.38433717,-85.72142731,13427,81,4642
"Hamblen","Tennessee",36.21990035,-83.26586179,64934,386,24702
"Hamilton","Tennessee",35.17670231,-85.16652245,367804,1281,122069
"Hancock","Tennessee",36.52692871,-83.22375847,6620,43,2639
"Hardeman","Tennessee",35.20772017,-88.99161161,25050,140,9533
"Hardin","Tennessee",35.19732531,-88.18593755,25652,174,10917
"Hawkins","Tennessee",36.44355426,-82.94885298,56786,376,21720
"Haywood","Tennessee",35.58332824,-89.28536625,17304,109,8063
"Henderson","Tennessee",35.65581134,-88.38600175,28117,183,11166
"Henry","Tennessee",36.33160906,-88.30121797,32345,179,10220
"Hickman","Tennessee",35.80609681,-87.47643507,25178,123,8560
"Houston","Tennessee",36.28872054,-87.71878828,8201,65,3063
"Humphreys","Tennessee",36.03958805,-87.77992872,18582,86,6156
"Jackson","Tennessee",36.36380466,-85.67239905,11786,68,3904
"Jefferson","Tennessee",36.04818632,-83.45148924,54495,309,19808
"Johnson","Tennessee",36.4552395,-81.84886538,17788,111,6116
"Knox","Tennessee",35.99508821,-83.94635435,470313,1601,159870
"Lake","Tennessee",36.3418017,-89.48921915,7016,47,3184
"Lauderdale","Tennessee",35.75893438,-89.6301591,25633,114,9432
"Lawrence","Tennessee",35.21675201,-87.39787695,44142,230,16971
"Lewis","Tennessee",35.52853208,-87.49022694,12268,69,4164
"Lincoln","Tennessee",35.13738622,-86.58910106,34366,187,11797
"Loudon","Tennessee",35.73939663,-84.31145275,54068,227,18847
"Macon","Tennessee",36.53157855,-86.00778595,24602,160,10411
"Madison","Tennessee",35.61181957,-88.84076036,97984,480,39819
"Marion","Tennessee",35.12997174,-85.62265895,28907,141,11097
"Marshall","Tennessee",35.45798777,-86.76420988,34375,137,12736
"Maury","Tennessee",35.6187413,-87.07462444,96387,383,35082
"McMinn","Tennessee",35.42812616,-84.61520715,53794,288,20057
"McNairy","Tennessee",35.17468549,-88.5647812,25694,144,9583
"Meigs","Tennessee",35.51558739,-84.81482914,12422,63,4175
"Monroe","Tennessee",35.44550387,-84.24902965,46545,277,18390
"Montgomery","Tennessee",36.49609412,-87.38550661,208993,638,63699
"Moore","Tennessee",35.27724699,-86.36230578,6488,41,2744
"Morgan","Tennessee",36.13248031,-84.64880098,21403,96,7856
"Obion","Tennessee",36.35732446,-89.14921589,30069,217,13497
"Out of TN","Tennessee",0,0,0,292,63194
"Overton","Tennessee",36.34117832,-85.28989535,22241,134,8675
"Perry","Tennessee",35.63708728,-87.86139634,8076,60,2810
"Pickett","Tennessee",36.55606529,-85.077633,5048,39,2195
"Polk","Tennessee",35.12245443,-84.52075859,16832,90,5650
"Putnam","Tennessee",36.14005459,-85.50646123,80245,323,29759
"Rhea","Tennessee",35.60536161,-84.93076643,33167,172,11818
"Roane","Tennessee",35.84923189,-84.52458689,53382,271,19707
"Robertson","Tennessee",36.52454807,-86.87346725,71813,333,26090
"Rutherford","Tennessee",35.84591405,-86.4107263,332285,986,117004
"Scott","Tennessee",36.42325673,-84.50360494,22068,140,12228
"Sequatchie","Tennessee",35.36979721,-85.41022136,15026,74,5167
"Sevier","Tennessee",35.78077323,-83.52244332,98250,450,36653
"Shelby","Tennessee",35.1864775,-89.89692423,937166,3677,293983
"Smith","Tennessee",36.25359775,-85.95411046,20157,99,7332
"Stewart","Tennessee",36.50235092,-87.83920548,13715,71,3773
"Sullivan","Tennessee",36.51240691,-82.30412917,158348,817,60331
"Sumner","Tennessee",36.46824103,-86.45917204,191283,810,65582
"Tipton","Tennessee",35.501942,-89.73694895,61599,264,22044
"Trousdale","Tennessee",36.39026213,-86.16087954,11284,48,4738
"Unassigned","Tennessee",0,0,0,257,43303
"Unicoi","Tennessee",36.10890856,-82.43709629,17883,106,6820
"Union","Tennessee",36.28590426,-83.83651902,19972,84,7006
"Van Buren","Tennessee",35.69864497,-85.45221699,5872,50,2259
"Warren","Tennessee",35.6728299,-85.77969117,41277,192,15830
"Washington","Tennessee",36.29472368,-82.4945472,129375,551,49960
"Wayne","Tennessee",35.23868267,-87.78644456,16673,88,6886
"Weakley","Tennessee",36.29896232,-88.71990865,33328,180,11851
"White","Tennessee",35.92929884,-85.45591799,27345,145,9884
"Williamson","Tennessee",35.89099229,-86.89281867,238412,449,76189
"Wilson","Tennessee",36.15496772,-86.29775884,144657,535,51586
"Anderson","Texas",31.81534745,-95.65354823,57735,256,10975
"Andrews","Texas",32.30468633,-102.6376548,18705,74,5093
"Angelina","Texas",31.25457347,-94.60901487,86715,504,17089
"Aransas","Texas",28.10556197,-96.9995047,23510,98,5550
"Archer","Texas",33.61569967,-98.68754589,8553,30,2646
"Armstrong","Texas",34.96507426,-101.3574874,1887,10,696
"Atascosa","Texas",28.89333001,-98.52730485,51153,240,15748
"Austin","Texas",29.88548725,-96.27736949,30032,84,7014
"Bailey","Texas",34.06854817,-102.8299707,7000,39,1763
"Bandera","Texas",29.74619598,-99.24598147,23112,80,4317
"Bastrop","Texas",30.10370699,-97.31206354,88723,254,27354
"Baylor","Texas",33.61640794,-99.21352901,3509,33,937
"Bee","Texas",28.41761668,-97.74215593,32565,155,9990
"Bell","Texas",31.03736027,-97.4785025,362924,945,86419
"Bexar","Texas",29.44928723,-98.52019748,2003554,6512,698806
"Blanco","Texas",30.26640707,-98.3999852,11931,35,3221
"Borden","Texas",32.74363984,-101.4316509,654,2,124
"Bosque","Texas",31.89978581,-97.63613524,18685,76,4896
"Bowie","Texas",33.44626922,-94.41834132,93245,456,24695
"Brazoria","Texas",29.18757369,-95.44563172,374264,1039,117112
"Brazos","Texas",30.6636448,-96.30205577,229211,448,75241
"Brewster","Texas",29.81008251,-103.2520326,9203,34,1365
"Briscoe","Texas",34.53026962,-101.2084947,1546,8,583
"Brooks","Texas",27.03103197,-98.21808402,7093,55,2083
"Brown","Texas",31.77430356,-98.99907113,37864,238,15286
"Burleson","Texas",30.49273808,-96.62158484,18443,68,6131
"Burnet","Texas",30.78801353,-98.181887,48155,180,13620
"Caldwell","Texas",29.83668859,-97.61814775,43664,186,17753
"Calhoun","Texas",28.47048236,-96.61633945,21290,54,7082
"Callahan","Texas",32.29760619,-99.37326312,13943,80,3508
"Cameron","Texas",26.14524221,-97.48140372,423163,2120,135396
"Camp","Texas",32.97195142,-94.97790104,13094,78,3600
"Carson","Texas",35.40365929,-101.3542669,5926,38,1753
"Cass","Texas",33.07499881,-94.34646905,30026,204,8936
"Castro","Texas",34.53016752,-102.2617243,7530,48,2811
"Chambers","Texas",29.70972016,-94.67154501,43837,74,12877
"Cherokee","Texas",31.837258,-95.16559897,52646,261,9901
"Childress","Texas",34.5293041,-100.2077916,7306,35,3056
"Clay","Texas",33.78686685,-98.20771198,10471,44,2533
"Cochran","Texas",33.60425307,-102.8284499,2853,25,1040
"Coke","Texas",31.88911733,-100.5297533,3387,21,1083
"Coleman","Texas",31.76736834,-99.45240766,8175,77,2090
"Collin","Texas",33.18820114,-96.57264368,1034730,1621,276773
"Collingsworth","Texas",34.96489496,-100.2700111,2920,17,898
"Colorado","Texas",29.622098,-96.5273805,21493,68,4592
"Comal","Texas",29.80811278,-98.27647225,156209,583,43326
"Comanche","Texas",31.94854689,-98.55876441,13635,83,4047
"Concho","Texas",31.32635934,-99.86473038,2726,14,1402
"Cooke","Texas",33.63979567,-97.21240912,41257,146,8575
"Coryell","Texas",31.39078397,-97.79936155,75951,235,21396
"Cottle","Texas",34.07783319,-100.2785062,1398,9,392
"Crane","Texas",31.43052248,-102.5143314,4797,25,1555
"Crockett","Texas",30.72367027,-101.4134238,3464,20,1397
"Crosby","Texas",33.61431553,-101.3000364,5737,46,2311
"Culberson","Texas",31.44506775,-104.5185739,2171,14,558
"Dallam","Texas",36.27787176,-102.6020725,7287,44,2446
"Dallas","Texas",32.76670599,-96.7779605,2635516,7133,696583
"Dawson","Texas",32.74255572,-101.9477242,12728,101,3589
"DeWitt","Texas",29.08101855,-97.3568117,20160,112,7311
"Deaf Smith","Texas",34.96522957,-102.6054267,18546,118,5833
"Delta","Texas",33.38570922,-95.66921122,5331,27,2070
"Denton","Texas",33.20521901,-97.11691153,887207,1447,224101
"Dickens","Texas",33.61616822,-100.7788855,2211,16,522
"Dimmit","Texas",28.42270064,-99.75645095,10124,52,6204
"Donley","Texas",34.96517499,-100.8140093,3278,26,1327
"Duval","Texas",27.68184592,-98.50864568,11157,74,4364
"Eastland","Texas",32.32743996,-98.83243566,18360,120,3433
"Ector","Texas",31.86898877,-102.5429428,166223,734,44146
"Edwards","Texas",29.98202582,-100.304252,1932,12,584
"El Paso","Texas",31.76980765,-106.2363275,839238,3895,256001
"Ellis","Texas",32.34894117,-96.79371841,184826,616,57881
"Erath","Texas",32.23602653,-98.21773417,42698,132,10013
"Falls","Texas",31.25350609,-96.93630086,17297,70,4498
"Fannin","Texas",33.59564294,-96.10751083,35514,193,8129
"Fayette","Texas",29.87788372,-96.92076062,25346,118,5504
"Fisher","Texas",32.74281316,-100.4019302,3830,27,736
"Floyd","Texas",34.07227468,-101.3031546,5712,50,2362
"Foard","Texas",33.97308618,-99.7767797,1155,12,254
"Fort Bend","Texas",29.52704478,-95.77219463,811688,1247,245946
"Franklin","Texas",33.17653242,-95.21917243,10725,46,2675
"Freestone","Texas",31.70422788,-96.15072516,19717,87,4320
"Frio","Texas",28.86751206,-99.10804207,20306,95,6685
"Gaines","Texas",32.74055318,-102.6353295,21492,85,2403
"Galveston","Texas",29.40167322,-94.90469073,342139,901,120012
"Garza","Texas",33.17969345,-101.2984114,6229,30,1506
"Gillespie","Texas",30.31824095,-98.94676915,26988,120,6290
"Glasscock","Texas",31.86942909,-101.5207776,1409,3,234
"Goliad","Texas",28.65696592,-97.42760647,7658,34,1567
"Gonzales","Texas",29.45634206,-97.49424032,20837,106,5373
"Gray","Texas",35.40081878,-100.8129222,21886,133,7119
"Grayson","Texas",33.62744998,-96.67753461,136212,684,31791
"Gregg","Texas",32.47940482,-94.81591935,123945,724,27227
"Grimes","Texas",30.54579585,-95.98902499,28880,128,10216
"Guadalupe","Texas",29.58165339,-97.94786822,166847,429,45756
"Hale","Texas",34.07044901,-101.8268114,33406,251,8499
"Hall","Texas",34.5307555,-100.6813852,2964,24,1310
"Hamilton","Texas",31.70470573,-98.11083887,8461,36,2112
"Hansford","Texas",36.27743284,-101.3545796,5399,31,2337
"Hardeman","Texas",34.28944521,-99.74632408,3933,21,650
"Hardin","Texas",30.33364686,-94.38931817,57602,261,14666
"Harris","Texas",29.85864939,-95.39339521,4713325,11623,1275028
"Harrison","Texas",32.54935988,-94.36934071,66553,238,15858
"Hartley","Texas",35.84008013,-102.6029022,5576,3,1503
"Haskell","Texas",33.17823584,-99.73037358,5658,40,1133
"Hays","Texas",30.05669873,-98.02944344,230191,570,78740
"Hemphill","Texas",35.83764858,-100.2703577,3819,9,1482
"Henderson","Texas",32.21128872,-95.85846587,82737,446,18557
"Hidalgo","Texas",26.39418217,-98.18299696,868707,4032,267945
"Hill","Texas",31.99045053,-97.13423143,36649,204,10221
"Hockley","Texas",33.60771256,-102.3431676,23021,169,9445
"Hood","Texas",32.42990927,-97.83242024,61643,299,15046
"Hopkins","Texas",33.14875072,-95.56351139,37084,193,8749
"Houston","Texas",31.31925973,-95.42226208,22968,121,5013
"Howard","Texas",32.30621324,-101.4356444,36664,193,8056
"Hudspeth","Texas",31.45628381,-105.388178,4886,18,1173
"Hunt","Texas",33.12351514,-96.08551032,98594,375,19874
"Hutchinson","Texas",35.84006574,-101.3546643,20938,149,7653
"Irion","Texas",31.30375559,-100.982439,1536,3,605
"Jack","Texas",33.23377248,-98.17283469,8935,32,1667
"Jackson","Texas",28.95472367,-96.57749563,14760,63,3991
"Jasper","Texas",30.74685667,-94.02667579,35529,202,8235
"Jeff Davis","Texas",30.71490589,-104.1399973,2274,10,278
"Jefferson","Texas",29.8832777,-94.16434171,251565,880,63229
"Jim Hogg","Texas",27.04453923,-98.6968187,5200,23,3805
"Jim Wells","Texas",27.73103938,-98.0904705,40482,225,14214
"Johnson","Texas",32.37877812,-97.36615819,175817,782,52246
"Jones","Texas",32.73997145,-99.87861576,20083,97,5359
"Karnes","Texas",28.90705334,-97.85960149,15601,75,6403
"Kaufman","Texas",32.5991417,-96.28734728,136154,559,42740
"Kendall","Texas",29.94414155,-98.7113588,47431,134,9830
"Kenedy","Texas",26.92601662,-97.66413984,404,2,104
"Kent","Texas",33.18104136,-100.7780939,762,4,223
"Kerr","Texas",30.06040006,-99.34930144,52600,204,11089
"Kimble","Texas",30.48678918,-99.74856473,4337,16,939
"King","Texas",33.61643847,-100.2558057,272,0,56
"Kinney","Texas",29.34967888,-100.4186638,3667,14,831
"Kleberg","Texas",27.42435506,-97.69894948,30680,155,9297
"Knox","Texas",33.60519951,-99.7422906,3664,25,656
"La Salle","Texas",28.34453111,-99.09908775,7520,50,2597
"Lamar","Texas",33.66981763,-95.57404777,49859,281,12051
"Lamb","Texas",34.06859623,-102.3516289,12893,127,5222
"Lampasas","Texas",31.19531316,-98.24206613,21428,96,6392
"Lavaca","Texas",29.38508402,-96.93186692,20154,124,4916
"Lee","Texas",30.31120597,-96.97045773,17239,63,5254
"Leon","Texas",31.29872538,-95.9936328,17404,95,4321
"Liberty","Texas",30.15152688,-94.81205615,88219,417,22288
"Limestone","Texas",31.5454767,-96.58095444,23437,137,6117
"Lipscomb","Texas",36.27783108,-100.2733151,3233,17,811
"Live Oak","Texas",28.35101362,-98.1246786,12207,43,2427
"Llano","Texas",30.70645047,-98.68475262,21795,102,5125
"Loving","Texas",31.84947612,-103.5818571,169,1,403
"Lubbock","Texas",33.61008596,-101.8204789,310569,1394,113683
"Lynn","Texas",33.17657705,-101.8162849,5951,41,1706
"Madison","Texas",30.96694679,-95.93003775,14284,59,4330
"Marion","Texas",32.79868409,-94.3566123,9854,62,2041
"Martin","Texas",32.30600051,-101.9513518,5771,26,1412
"Mason","Texas",30.71780434,-99.22629416,4274,13,1059
"Matagorda","Texas",28.81955746,-96.01230294,36643,185,10324
"Maverick","Texas",28.7429195,-100.3157686,58722,479,24188
"McCulloch","Texas",31.1925468,-99.34682807,7984,51,1957
"McLennan","Texas",31.55255453,-97.20217694,256623,971,75252
"McMullen","Texas",28.35251708,-98.56769164,743,10,186
"Medina","Texas",29.3557301,-99.11030298,51584,213,12177
"Menard","Texas",30.88990665,-99.8204794,2138,13,658
"Midland","Texas",31.86904128,-102.0315682,176832,516,48100
"Milam","Texas",30.7858183,-96.97718698,24823,109,6024
"Mills","Texas",31.49557106,-98.59272068,4873,39,1622
"Mitchell","Texas",32.30623474,-100.9212058,8545,52,2122
"Montague","Texas",33.67521893,-97.72500958,19818,136,5412
"Montgomery","Texas",30.30079133,-95.50572772,607391,1383,172263
"Moore","Texas",35.83769242,-101.8930281,20940,115,6348
"Morris","Texas",33.11304005,-94.73255695,12388,76,3028
"Motley","Texas",34.07408766,-100.779722,1200,13,325
"Nacogdoches","Texas",31.62017125,-94.61803994,65204,280,15006
"Navarro","Texas",32.04620681,-96.47428766,50113,233,14507
"Newton","Texas",30.78548982,-93.74408813,13595,64,1756
"Nolan","Texas",32.30365282,-100.4060208,14714,108,3569
"Nueces","Texas",27.736286,-97.5433285,362294,1586,119838
"Ochiltree","Texas",36.27829105,-100.8158184,9836,50,2674
"Oldham","Texas",35.40425596,-102.6027606,2112,6,650
"Orange","Texas",30.11879481,-93.89412775,83396,381,17274
"Out of TX","Texas",0,0,0,0,0
"Palo Pinto","Texas",32.75310985,-98.31319001,29189,158,8074
"Panola","Texas",32.1639596,-94.30552481,23194,138,5801
"Parker","Texas",32.77757172,-97.80500621,142878,491,40456
"Parmer","Texas",34.52993409,-102.7844668,9605,54,2689
"Pecos","Texas",30.78097267,-102.7241261,15823,72,3642
"Polk","Texas",30.79472531,-94.8276624,51353,265,9374
"Potter","Texas",35.40133773,-101.893964,117415,788,43535
"Presidio","Texas",29.99954402,-104.2408079,6704,42,1215
"Rains","Texas",32.87109387,-95.79232691,12514,62,2274
"Randall","Texas",34.96585996,-101.8971322,137713,513,29975
"Reagan","Texas",31.36607041,-101.5232659,3849,16,999
"Real","Texas",29.83321503,-99.82018052,3452,25,1023
"Red River","Texas",33.61886692,-95.04841765,12023,74,2772
"Reeves","Texas",31.32323325,-103.6903896,15976,77,5644
"Refugio","Texas",28.3238976,-97.15766311,6948,40,2296
"Roberts","Texas",35.83809685,-100.813175,854,2,197
"Robertson","Texas",31.02539637,-96.51272246,17074,79,5392
"Rockwall","Texas",32.89779518,-96.40771592,104915,285,31784
"Runnels","Texas",31.8314342,-99.97616148,10264,72,2756
"Rusk","Texas",32.10773545,-94.76176432,54406,244,12738
"Sabine","Texas",31.34318809,-93.85440451,10542,94,1536
"San Augustine","Texas",31.39457611,-94.17000399,8237,47,1222
"San Jacinto","Texas",30.57933681,-95.16260304,28859,110,6750
"San Patricio","Texas",28.00880118,-97.51763891,66730,363,14586
"San Saba","Texas",31.1577796,-98.81758731,6055,40,1503
"Schleicher","Texas",30.89740592,-100.5384842,2793,9,601
"Scurry","Texas",32.74613808,-100.9162664,16703,108,6167
"Shackelford","Texas",32.73587756,-99.35401337,3265,12,1101
"Shelby","Texas",31.79211404,-94.14550696,25274,139,5401
"Sherman","Texas",36.27751473,-101.8933156,3022,16,540
"Smith","Texas",32.37474036,-95.2717568,232751,1019,57251
"Somervell","Texas",32.22236802,-97.77403489,9128,37,2230
"Starr","Texas",26.56150059,-98.73892358,64633,390,24248
"Stephens","Texas",32.73553157,-98.83631615,9366,53,2138
"Sterling","Texas",31.82781912,-101.0500746,1291,9,332
"Stonewall","Texas",33.17906744,-100.2538401,1350,7,424
"Sutton","Texas",30.49856623,-100.5382014,3776,14,943
"Swisher","Texas",34.53028891,-101.7349174,7397,34,2690
"Tarrant","Texas",32.77143818,-97.29101614,2102515,6387,687595
"Taylor","Texas",32.30163422,-99.89007449,138034,773,40969
"Terrell","Texas",30.22429013,-102.0766732,776,3,141
"Terry","Texas",33.17402785,-102.3354521,12337,87,2943
"Throckmorton","Texas",33.17751417,-99.21226795,1501,10,297
"Titus","Texas",33.21339719,-94.96797273,32750,137,10313
"Tom Green","Texas",31.40464436,-100.462443,119200,485,41194
"Travis","Texas",30.33432034,-97.7853562,1273954,1846,334125
"Trinity","Texas",31.0879489,-95.1367187,14651,81,3268
"Tyler","Texas",30.77031716,-94.37690895,21672,91,5192
"Unassigned","Texas",0,0,0,35,101465
"Upshur","Texas",32.73706798,-94.93999853,41753,196,9110
"Upton","Texas",31.36868194,-102.0423217,3657,19,963
"Uvalde","Texas",29.35739637,-99.76229172,26741,152,11540
"Val Verde","Texas",29.89149232,-101.1525205,49025,312,15879
"Van Zandt","Texas",32.56483801,-95.83766469,56590,300,12787
"Victoria","Texas",28.79780988,-96.96813006,92084,428,23239
"Walker","Texas",30.73872995,-95.57440968,72971,216,22514
"Waller","Texas",30.01058447,-95.99011759,55246,112,11642
"Ward","Texas",31.50999644,-103.0927909,11998,50,3328
"Washington","Texas",30.21498498,-96.40946246,35882,157,11037
"Webb","Texas",27.7610369,-99.33237355,276652,1081,111910
"Wharton","Texas",29.27765923,-96.22319248,41556,230,11597
"Wheeler","Texas",35.40114335,-100.2699514,5056,25,1354
"Wichita","Texas",33.98842886,-98.7041034,132230,751,41356
"Wilbarger","Texas",34.07945812,-99.24178437,12769,93,4264
"Willacy","Texas",26.47411727,-97.61535848,21358,137,8775
"Williamson","Texas",30.64655664,-97.6004854,590551,941,170638
"Wilson","Texas",29.1732598,-98.08693082,51070,167,12865
"Winkler","Texas",31.85008651,-103.0485163,8010,36,2226
"Wise","Texas",33.21570665,-97.65460265,69984,285,19687
"Wood","Texas",32.78722382,-95.38236368,45539,308,9832
"Yoakum","Texas",33.17320212,-102.8276433,8713,43,1648
"Young","Texas",33.17659707,-98.68790885,18010,103,4499
"Zapata","Texas",27.00156391,-99.16987152,14179,57,4522
"Zavala","Texas",28.86617238,-99.76050829,11840,70,4539
"Bear River","Utah",41.52106798,-113.0832816,0,276,58205
"Beaver","Utah",38.35657051,-113.2342232,6710,0,0
"Box Elder","Utah",41.52106798,-113.0832816,56046,0,0
"Cache","Utah",41.72330587,-111.7443667,128289,0,0
"Carbon","Utah",39.64834818,-110.5872512,20463,0,0
"Central Utah","Utah",39.37231946,-111.5758676,0,179,22956
"Daggett","Utah",40.88798265,-109.5121093,950,0,0
"Davis","Utah",40.99001837,-112.1139997,355481,453,120040
"Duchesne","Utah",40.29772254,-110.425237,19938,0,0
"Emery","Utah",38.99617072,-110.7013958,10012,0,0
"Garfield","Utah",37.85447192,-111.4418764,5051,0,0
"Grand","Utah",38.98103848,-109.5704487,9754,0,0
"Iron","Utah",37.8590362,-113.2897381,54839,0,0
"Juab","Utah",39.70208397,-112.7809245,12017,0,0
"Kane","Utah",37.28507306,-111.8861752,7886,0,0
"Millard","Utah",39.0729209,-113.1020328,13188,0,0
"Morgan","Utah",41.08830262,-111.5727723,12124,0,0
"Out of UT","Utah",0,0,0,0,0
"Piute","Utah",38.33815254,-112.1249591,1479,0,0
"Rich","Utah",41.63137678,-111.2445105,2483,0,0
"Salt Lake","Utah",40.66616532,-111.9216011,1160437,1830,410508
"San Juan","Utah",37.62762978,-109.8033714,15308,53,5149
"Sanpete","Utah",39.37231946,-111.5758676,30939,0,0
"Sevier","Utah",38.74837146,-111.8050275,21620,0,0
"Southeast Utah","Utah",38.99617072,-110.7013958,0,100,11943
"Southwest Utah","Utah",37.85447192,-111.4418764,0,708,72559
"Summit","Utah",40.86688146,-110.9535882,42145,29,15979
"Tooele","Utah",40.44862644,-113.1295715,72259,115,25075
"TriCounty","Utah",40.12491499,-109.5174415,0,124,14966
"Uintah","Utah",40.12491499,-109.5174415,35734,0,0
"Unassigned","Utah",0,0,0,9,4843
"Utah","Utah",40.1166722,-111.6657662,636235,881,226280
"Wasatch","Utah",40.33110236,-111.1691419,34091,38,12224
"Washington","Utah",37.28003525,-113.504698,177556,0,0
"Wayne","Utah",38.32335822,-110.9096801,2711,0,0
"Weber","Utah",41.27116049,-111.9145117,260213,0,0
"Weber-Morgan","Utah",41.27116049,-111.9145117,0,503,89619
"Addison","Vermont",44.03217337,-73.14130877,36777,33,6940
"Bennington","Vermont",43.03519828,-73.09048868,35470,94,12193
"Caledonia","Vermont",44.46548598,-72.10314651,29993,41,6524
"Chittenden","Vermont",44.46322849,-73.08359212,163774,230,39572
"Essex","Vermont",44.72736416,-71.73579864,6163,4,1461
"Franklin","Vermont",44.85627605,-72.91249563,49402,86,11672
"Grand Isle","Vermont",44.7975824,-73.29679772,7235,8,1292
"Lamoille","Vermont",44.60353043,-72.64356694,25362,28,4351
"Orange","Vermont",44.00470222,-72.37640104,28892,17,5124
"Orleans","Vermont",44.82964024,-72.24562697,27037,49,7152
"Out of VT","Vermont",0,0,0,0,0
"Rutland","Vermont",43.57723578,-73.03741676,58191,98,17030
"Unassigned","Vermont",0,0,0,40,4445
"Washington","Vermont",44.27343241,-72.61604978,58409,80,14223
"Windham","Vermont",42.986982,-72.71268875,42222,53,8915
"Windsor","Vermont",43.58010937,-72.58595157,55062,68,11724
NA,"Virgin Islands",18.3358,-64.8963,107268,130,24813
"Accomack","Virginia",37.76707161,-75.63234615,32316,119,9119
"Albemarle","Virginia",38.02080697,-78.55481085,109330,208,25415
"Alexandria","Virginia",38.814003,-77.08183073,159428,232,45583
"Alleghany","Virginia",37.78636074,-80.00222498,14860,111,4561
"Amelia","Virginia",37.34081025,-77.98584649,13145,64,3582
"Amherst","Virginia",37.60308293,-79.14548696,31605,111,9634
"Appomattox","Virginia",37.37569884,-78.81340003,15911,62,5018
